sample_name	cage_id	collection_device	collection_method	collection_timestamp	description	diet	dna_extracted	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experimental_group	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	miltefosine_treated	physical_specimen_location	physical_specimen_remaining	qiita_study_id	relative_ald_severity_score	relative_nash_severity_score	sample_number	sample_type	scientific_name	sex	strain_background	strain_background_common	strain_genotype	strain_vendor	sulfatide	taxon_id	tazarotene_dose	tazarotene_treated	time_point	title	treatment	tube_id
10781.BLANK2.3C	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3C	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3C	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3C
10781.BLANK2.3D	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3D	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3D	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3D
10781.BLANK2.3E	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3E	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3E	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3E
10781.BLANK2.3F	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3F	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3F	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3F
10781.BLANK2.3G	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3G	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3G	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3G
10781.BLANK2.3H	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK2.3H	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK2.3H	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK2.3H
10781.BLANK3.10A	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10A	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10A	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10A
10781.BLANK3.10B	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10B	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10B	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10B
10781.BLANK3.10C	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10C	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10C	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10C
10781.BLANK3.10D	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10D	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10D	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10D
10781.BLANK3.10E	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10E	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10E	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10E
10781.BLANK3.10F	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10F	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10F	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10F
10781.BLANK3.10G	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10G	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10G	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10G
10781.BLANK3.10H	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.10H	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.10H	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.10H
10781.BLANK3.11A	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11A	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11A	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11A
10781.BLANK3.11B	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11B	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11B	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11B
10781.BLANK3.11C	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11C	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11C	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11C
10781.BLANK3.11D	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11D	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11D	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11D
10781.BLANK3.11E	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11E	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11E	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11E
10781.BLANK3.11F	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11F	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11F	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11F
10781.BLANK3.11G	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11G	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11G	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11G
10781.BLANK3.11H	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.11H	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.11H	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.11H
10781.BLANK3.12A	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.12A	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.12A	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.12A
10781.BLANK3.12B	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.12B	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.12B	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.12B
10781.BLANK3.12C	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.12C	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.12C	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.12C
10781.BLANK3.12D	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.12D	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.12D	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.12D
10781.BLANK3.12E	not applicable	not applicable	not applicable	2016-12-09 0:00	not applicable	not applicable	True	193	meters	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.12E	not applicable	not applicable	g	UC San Diego	not applicable	32.842	Decimal degrees	not applicable	-117.258	Decimal degrees	not applicable	Kumar Lab, UCSD	True	10781	not applicable	not applicable	BLANK3.12E	control blank DNA extraction	indoor metagenome	not applicable	not applicable	not applicable	not applicable	In-house	not applicable	256318	not applicable	not applicable	not applicable	NKT cell- NASH murine model - Microbiome: study 1	not applicable	BLANK3.12E
